Date,hist_monthday_revenue_mean,hist_monthday_cogs_mean,day_cos,hist_yoy_cogs_growth,day_sin,hist_yoy_revenue_growth,expected_sessions,month,inventory_days_since_snapshot,traffic_uncertainty,Revenue,COGS
2012-07-04,1775899.670909091,1618552.6018181818,-0.9983150972033183,0.0143083981898439,-0.0580255693287803,-0.0087638838100136,28647.91111111112,7,0.0,0.186956011734114,5123547.94,3982991.19
2012-07-05,2259856.212727273,2143519.287272727,-0.9971692572470178,0.0143083981898439,-0.0751895764147585,-0.0087638838100136,28383.52272727272,7,0.0,0.1718538874844356,2751773.45,2150580.23
2012-07-06,2446053.5672727274,2366921.053636364,-0.9957283388645872,0.0143083981898439,-0.0923313336953912,-0.0087638838100136,28131.377777777787,7,0.0,0.1552365646578441,3054029.42,2517632.84
2012-07-07,2987804.0245454544,2886214.48,-0.993992768446958,0.0143083981898439,-0.1094457686489155,-0.0087638838100136,27904.54545454545,7,0.0,0.1778006021651897,2667930.94,2108246.62
2012-07-08,2902045.481818182,2812779.73,-0.9919630595773395,0.0143083981898439,-0.1265278168386831,-0.0087638838100136,28054.54545454545,7,0.0,0.1634467381271921,2360851.9,1808622.79
2012-07-09,3835119.073636364,3679395.087272728,-0.9896398128792412,0.0143083981898439,-0.1435724234118113,-0.0087638838100136,28006.54545454545,7,0.0,0.1812264403732195,3548386.46,2787841.68
2012-07-10,3829243.72090909,3603859.4981818185,-0.9870237158387384,0.0143083981898439,-0.1605745445949937,-0.0087638838100136,28207.681818181823,7,0.0,0.1652837272431158,5234938.62,4044438.84
2012-07-11,4238654.051818182,4038370.256363636,-0.984115542601034,0.0143083981898439,-0.1775291491870349,-0.0087638838100136,28647.91111111112,7,0.0,0.186956011734114,5582884.78,4338313.07
2012-07-12,4214514.420909091,4018804.677272728,-0.9809161537413774,0.0143083981898439,-0.1944312200476619,-0.0087638838100136,28383.52272727272,7,0.0,0.1718538874844356,5734632.02,4458811.27
2012-07-13,3924151.958181818,3712561.744545454,-0.9774264960104057,0.0143083981898439,-0.2112757555821793,-0.0087638838100136,28131.377777777787,7,0.0,0.1552365646578441,5309511.71,4143402.78
2012-07-14,3953071.997272727,3812018.25,-0.9736476020539838,0.0143083981898439,-0.2280577712215198,-0.0087638838100136,27904.54545454545,7,0.0,0.1778006021651897,3820831.41,3075464.87
2012-07-15,4328607.385454546,4195822.640909091,-0.9695805901076308,0.0143083981898439,-0.2447723008972595,-0.0087638838100136,28054.54545454545,7,0.0,0.1634467381271921,3948841.28,3154482.05
2012-07-16,4211460.117272727,4031542.923636364,-0.965226663665613,0.0143083981898439,-0.2614143985111562,-0.0087638838100136,28006.54545454545,7,0.0,0.1812264403732195,3503801.49,2708219.59
